Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
6.526194999999949,1355,,,,,12.097408904595625,0.9312663528200709,8304,0,11.134639677265307,,
6.5494599999999625,1355,,,,,12.097426803490753,0.9320498278652669,8304,0,11.140549970218732,,
6.578224999999977,1355,,,,,12.097594178033942,0.9336581269517639,8308,0,11.159522715660085,,
6.6012399999998745,1355,,,,,12.097279043087768,0.93119122407197,8308,0,11.129072966953093,,
6.624859999999986,1355,,,,,12.09683045476672,0.9335829038365272,8305,0,11.146138131136473,,
6.651320000000065,1355,,,,-60.91915402163315,12.097054249780344,0.933358180849726,8308,0,11.15061984071765,,
6.675334999999963,1355,,,,,12.097071953190953,0.9324539457586261,8294,0,11.13740682365368,,
6.701035000000033,1355,,,,,12.096550592599527,0.9294290235532516,8301,0,11.10198860410782,,
6.723709999999962,1355,,,,,12.09674218611486,0.9290204683256926,8291,0,11.107294327662512,,
6.746074999999953,1355,,,,,12.096684864754813,0.9273013561316037,8300,0,11.098124695104053,,
